,DateTime,P_Neg,P_Neu,P_Pos,P_Comp,Prices,ema_short,trading_positions_raw,sentiment_level,trading_positions,cash,stock,holding,total,roi_gross,roi_buy&hold,roi_daily,roi_daily_buy&hold,sharpe,sharpe_buy&hold
107,2021-04-18,0.03358359134614745,0.9126960780813721,0.05372136227413628,0.06454829702786218,56150.01,59861.022751658405,-3711.0127516584034,neg,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,91.4312131350086,0.0,-0.06427036598937519,1.7364408791308297,1.5879442620460875
108,2021-04-19,0.03470888488269314,0.8989943285351214,0.06629584133554609,0.10376776949219081,55633.14,59092.31679681142,-3459.176796811422,neg,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,89.6690575960676,0.0,-0.009205163097922964,1.7362880771163745,1.5679703603901523
109,2021-04-20,0.034038461584078916,0.8929178792510856,0.07304469859440522,0.13458866960022467,56425.0,58607.350106482074,-2182.350106482074,,0,0.0,3.1558825097154095,165064.1742292764,165064.1742292764,65.06417422927639,92.3687315664389,0.0,0.01423360248945138,1.7361381439869359,1.59743355080365
110,2021-04-21,0.033601343950876196,0.8839608062087889,0.0824288915433949,0.16519574375827312,53787.63,57731.03735984897,-3943.4073598489704,pos,1,0.0,3.1558825097154095,169747.44075604386,169747.44075604386,69.74744075604386,83.37719374505868,0.028372398484618033,-0.0467411608329642,1.8214129886348593,1.4910948757229825
111,2021-04-22,0.03779054681344978,0.8801473585044598,0.0820537534032269,0.14082103784423083,51690.96,56632.84147624006,-4941.881476240058,,0,0.0,3.1558825097154095,169747.44075604386,169747.44075604386,69.74744075604386,76.22905465044803,0.0,-0.03898052396062068,1.821238583643603,1.4044614578971395
112,2021-04-23,0.03944932225685184,0.8887772757903925,0.07177275654681273,0.1020602320325113,51125.14,55631.44120783277,-4506.301207832774,neg,0,0.0,3.1558825097154095,169747.44075604386,169747.44075604386,69.74744075604386,74.30001476219066,0.0,-0.010946208002327706,1.8210673698287094,1.3811589485847247
113,2021-04-24,0.038772554048058946,0.8840038116732577,0.07722363404910704,0.1228066067124943,50047.84,54616.24098822681,-4568.400988226815,neg,0,0.0,3.1558825097154095,169747.44075604386,169747.44075604386,69.74744075604386,70.62719536446758,0.0,-0.021071824937789918,1.8208992603961567,1.3358484516981595
114,2021-04-25,0.042455233264747365,0.8860100876788924,0.07154224469346401,0.10421298806024727,49066.77,53607.24626309466,-4540.476263094664,neg,0,0.0,3.1558825097154095,169747.44075604386,169747.44075604386,69.74744075604386,67.28245116459365,0.0,-0.019602644190038987,1.8207341716712284,1.2939293308263116
115,2021-04-26,0.03459908196299288,0.8882410102156892,0.07715531767081603,0.12809058888754776,54001.39,53678.90876071381,322.4812392861859,neg,0,0.0,3.1558825097154095,169747.44075604386,169747.44075604386,69.74744075604386,84.10596184536247,0.0,0.10056948928979836,1.8205720229596372,1.4723995006460306
116,2021-04-27,0.028235179865397912,0.8903041784918575,0.08146161340589773,0.17697560662662554,55011.97,53921.283531493114,1090.6864685068867,pos,0,0.0,3.1558825097154095,169747.44075604386,169747.44075604386,69.74744075604386,87.55131395429314,0.0,0.0187139627331816,1.820412736415984,1.5096306346708643
117,2021-04-28,0.029495575264711648,0.897298918859328,0.07320943965430984,0.13633431581782146,54846.22,54089.45379849437,756.766201505634,,0,0.0,3.1558825097154095,169747.44075604386,169747.44075604386,69.74744075604386,86.98622547831374,0.0,-0.0030129806294884043,1.8202562369191477,1.5033546812942034
118,2021-04-29,0.03012781963152481,0.8875628357030907,0.08232008597376395,0.15886831297974324,53555.0,53992.2803805863,-437.28038058630045,pos,0,0.0,3.1558825097154095,169747.44075604386,169747.44075604386,69.74744075604386,82.58409249518184,0.0,-0.023542552248814963,1.8201024519541031,1.4534463123793284
119,2021-04-30,0.030352626095694616,0.8929828506957297,0.07666023588057563,0.1439808140421987,57694.27,54665.369402297874,3028.9005977021225,,0,0.0,3.1558825097154095,169747.44075604386,169747.44075604386,69.74744075604386,96.69603081172615,0.0,0.07729007562319112,1.8199513114999295,1.5924636488333026
120,2021-05-01,0.04153955913596966,0.8757198443672536,0.08273151748114291,0.12642438366801398,57800.37,55235.36951097098,2565.000489029022,neg,-1,182228.7655613412,0.0,0.0,182228.7655613412,82.22876556134119,97.05775562199112,0.07352879518952604,0.0018390041160067927,2.0060232655868093,1.5960982740636334
121,2021-05-02,0.038011816969936496,0.877561298835929,0.08443131470609803,0.14217370698583398,56578.21,55479.52232715807,1098.6876728419302,,0,182228.7655613412,0.0,0.0,182228.7655613412,82.22876556134119,92.89106764731252,0.0,-0.021144501324126486,2.0058126573064263,1.5517701093066494
122,2021-05-03,0.03494569063054699,0.8832786301724885,0.08177685950043773,0.14846824094957706,57169.39,55786.77099494751,1382.6190050524892,pos,0,182228.7655613412,0.0,0.0,182228.7655613412,82.22876556134119,94.90656692471522,0.0,0.010448898966580966,2.0056055948396665,1.5725037004853277
123,2021-05-04,0.02989260984399715,0.8912228642517644,0.07887066992141702,0.1734274830927268,53200.01,55316.45081404796,-2116.4408140479572,pos,1,0.0,3.4219301620901708,182046.71884249873,182046.71884249873,82.04671884249872,81.37383151124263,-0.0009990009990008542,-0.06943191102791191,2.002198493825037,1.4188021221549398
